areas,name,id,type,class,hot,address,feature,Pos
江苏·无锡·崇安区,永宁寺,2165011817,文化古迹,,热度 0.0,江苏省无锡市崇安区永宁寺,佛教比较兴盛的地方,"120.328418,31.599352"
江苏·扬州·广陵区,仙鹤寺,2989505333,文化古迹,,热度 0.7,江苏省扬州市广陵区汶河路南门街111号,仙鹤寺，在今市区汶河中路西侧，又名礼拜寺。乃南宋德佑元年（1275年），伊斯兰教创始人穆罕默德十六世裔孙普哈丁来扬州传教,"119.440378,32.395864"
江苏·苏州·盘门,瑞光塔,1549188200,文化古迹,,热度 0.7,江苏省苏州市沧浪区盘山景区,唐宋建筑风格的体现,"120.6185,31.289152"
江苏·苏州·平江区,中国昆曲博物馆,1296484181,文化古迹,,热度 0.0,苏州市平江区中张家巷14号,体验传统昆曲表演,"120.642268,31.318664"
江苏·淮安·楚州区,韩侯祠,1981704370,文化古迹,,热度 0.72,江苏省淮安市楚州区镇淮楼东,是淮安城著名的名胜古迹,"119.467051,33.465269"
江苏·泰州·兴化市,赵海仙洋楼,1110649908,文化古迹,,热度 0.0,江苏省泰州市兴化市赵海仙洋楼,青砖黛瓦，深宅小院,"119.922899,32.986026"
江苏·泰州·海陵区,泰州光孝寺,1231611095,文化古迹,3A景区,热度 0.72,泰州市五一路90号,江苏省重点寺庙之,"119.91747775816,32.495717093678"
江苏·无锡·崇安区,秦邦宪故居,3109440972,文化古迹,3A景区,热度 0.0,江苏省无锡市崇安区崇宁路112号,博古的故居，晚清江南民居风格,"120.308202,31.579704"
江苏·南通·海安县,广福禅寺,1293995118,文化古迹,3A景区,热度 0.0,江苏省南通市海安县凤山北路,晨钟暮鼓庄严，周边环境幽雅别致,"120.4711697209,32.56083082554"
江苏·苏州·平江区,太平天国军械所遗址,210040377,文化古迹,,热度 0.7,中国江苏省苏州市中街路马大鹿巷12号,苏州市文物保护单位,"120.62271686462,31.31987944246"
江苏·盐城·盐都区,永宁寺,1509705599,文化古迹,3A景区,热度 0.72,中国江苏盐城县城光明巷北首,永宁寺，位于盐城市城区环城村，占地48亩。建有山门、天王殿、大雄宝殿、钟鼓楼、藏经楼、宝塔及厢房、僧舍等，山门上为全国佛,"120.147356,33.407578"
江苏·南通·如东县,国清寺,3162125778,文化古迹,,热度 0.0,如东县掘港镇城南开发区,寻找浙东沙漠奇山，游隋代古刹国清寺,"121.17593019328,32.299074125663"
江苏·扬州·邗江区,隋炀帝陵,1354859476,文化古迹,,热度 0.7,江苏省扬州市邗江区隋炀西路102号,隋炀帝陵位于扬州西北7公里雷塘，邗江县槐泗乡隋炀帝东路。隋大业14年（618），隋炀帝杨广被部将宇文化缢死于江都宫。初殡,"119.434455,32.468186"
江苏·镇江·丹阳市,九里风景区,1283837973,文化古迹,,热度 0.7,江苏镇江市丹阳市延陵镇,体以田园水乡为基调，以古吴文化为主线,"119.48971179671,31.883758795743"
江苏·南京·高淳县,迎湖桃源景区,3149125943,文化古迹,,热度 0.7,江苏省南京市高淳县永胜圩内,荷池飘香、鱼蟹满塘、水乡风情浓郁,"118.90037378297,31.286864004098"
江苏·南通·海安县,观音禅寺,3429545183,文化古迹,,热度 0.0,江苏省南通市海安县通微路,修葺殿宇，重装金身，寺貌一新，四众欢欣,"120.40366430793,32.43974771634"
江苏·镇江·丹阳市,嘉山旅游风景区,2537327844,文化古迹,,热度 0.0,江苏省镇江市丹阳市后巷镇高桥嘉山脚下,围绕中华齐梁文化旅游区的在建景区之一,"119.773438,32.107531"
江苏·徐州·丰县,永宁寺,2005504760,文化古迹,,热度 0.0,江苏省徐州市丰县北苑中路,丰县永宁寺起自东汉，兴于皇家，为民间寺院之始也。汉．明帝永平初年，西竺佛教传入中土之后，为皇家所独享。丰县乃汉室祖居，为,"116.59627094954,34.712321651809"
江苏·南京·高淳县,游子山,3569676912,文化古迹,,热度 0.7,江苏省南京市高淳县双望青山复线,2000多年前，为了实现自己的政治理想，让统治者对白姓实施“仁政”。孔子率弟子周游列国，四处讲学。晚年曾途径高淳，登临游,"119.025288,31.358113"
江苏·苏州·吴江区,柳亚子故居,3281486302,文化古迹,,热度 0.7,江苏苏州吴江县黎里镇老街,一代诗人生活起居和从事革命活动的场所,"120.717968,30.995481"
江苏·扬州·宝应县,宁国寺,2711431502,文化古迹,,热度 0.0,江苏省扬州市宝应县安宜南路26,楼内每根梁柱上雕刻的多尊佛像，形态各异,"119.32173345387,33.23834342006"
江苏·镇江·润州区,赛珍珠故居,4063561446,文化古迹,,热度 0.8,江苏省镇江市润州区润州山路6号B幢,亲临故居，体味一代女作家的文学生活,"119.440809,32.208678"
江苏·镇江·丹徒区,赵伯先故居,2605869225,文化古迹,,热度 0.0,江苏省镇江市丹徒区大港镇,清代晚期建筑，现有平瓦房三进,"119.67164042497,32.200885294875"
江苏·宿迁·沭阳县,崇孝苑,1783420241,文化古迹,,热度 0.0,江苏省宿迁市沭阳县沭阳沂河北10多公里处龙庙镇,崇孝苑——一个以“孝文化”为主题农家大院，位于沭阳沂河北10多公里处的龙庙镇与万匹乡交界的龙万路东侧。百善孝为先，孝为德,"118.859964,34.198747"
江苏·宿迁·泗洪县,朱家岗烈士陵园,532678962,文化古迹,,热度 0.0,江苏省宿迁市泗洪县073乡道,朱家岗烈士陵园位于洪泽湖西畔，抗日战争时期隶属淮北苏皖边区泗阳县曹庙区朱家岗乡，现为江苏省泗洪县曹庙乡朱岗村，离泗洪县城,"118.37062997361,33.580123964265"
江苏·南京·雨花台区,渤泥国王墓,1230680844,文化古迹,,热度 0.0,江苏省南京雨花台区,渤泥国王墓位于安德门外向花村附近。墓前现有神道碑一块，卜有碑跌。神道两侧排列着石马一对，马夫一对，石羊一对，石虎一对，文,"118.76603542907,31.982606428034"
江苏·南京·江宁区,佛顶宫,2452729933,文化古迹,,热度 0.0,江苏省南京市江宁区牛首山森林公园内,佛顶宫位于南京市江宁区牛首山遗址公园。牛首山遗址公园项目规划设计范围东至宁丹路，西至大谷线，北到江宁行政边界，南到牛首祖,"118.747681,31.917545"
江苏·南京·秦淮区,乌衣巷王谢古居,399208041,文化古迹,,热度 0.7,江苏省南京市秦淮区大石坝街81号附近,旧时王谢堂前燕，飞入寻常百姓家,"118.796234,32.024903"
江苏·南京·玄武区,原国民政府旧址,1136586693,文化古迹,,热度 0.7,江苏省南京玄武区中山东路313号,整座建筑富丽堂皇，是近代建筑的精华,"118.82788681429,32.04567652658"
江苏·南京·鼓楼区,鼓楼,2992584945,文化古迹,,热度 0.78,江苏省南京市鼓楼区北京西路1号-1,建筑装饰龙飞凤舞，雕梁画栋，十分壮观,"118.788493,32.065011"
江苏·无锡·灵山大佛,祥符禅寺,1804002909,文化古迹,,热度 0.7,江苏省无锡市滨湖区马山镇灵山,达优钵花开西域种，浮屠法演上乘禅之境,"120.10449198667,31.435214508839"
江苏·泰州·海陵区,泰州老街,931806961,文化古迹,,热度 0.0,江苏省泰州市海陵区老街67,从以前到现在，已有300年了,"119.938096,32.489547"
江苏·苏州·枫桥,枫桥古镇,4206577769,文化古迹,,热度 0.0,江苏省苏州市金阊区枫桥景区,保持古镇精致风貌，观光休憩的好去处,"120.5754873781,31.313746952621"
江苏·南京·江宁区,南唐二陵,3585331582,文化古迹,,热度 0.7,江苏省南京市江宁区祖堂村,富丽雅致，是一座名副其实的“地下宫殿”,"118.745182,31.892903"
江苏·常州·天目湖南山竹海景区,南山竹海古街,3338731207,文化古迹,,热度 0.0,江苏省溧阳市天目湖南山竹海,还原了颇具江南风情的古街,"119.541995,31.18422"
江苏·南京·秦淮区,南京民俗博物馆(甘熙故居),2889353874,文化古迹,,热度 0.0,江苏省南京市秦淮区中山南路南捕厅15-19号（近升州路）,甘熙故居的布局，严格按照封建社会的宗法观念及家族制度而布置，讲究子孙满堂、数代同堂，这些意识反映在建筑上致使大宅的规模庞,"118.788132,32.032544"
江苏·扬州·维扬区,观音山,963450812,文化古迹,,热度 0.72,江苏省扬州市维扬区蜀岗东峰平山堂东路18号,观音山是山寺的代表，是扬州的自然制高点。构寺者在山顶随山势筑殿，山上古树蔽日、红墙高耸、山庙一体，建筑都与平原寺严谨的对,"119.423846,32.426706"
江苏·南京·珍珠泉,万米长城,3747713316,文化古迹,,热度 0.0,江苏省南京市浦口区珍珠泉度假区,蜿蜒起伏于芙蓉峰与妙高峰之间,"118.66777095321,32.127030561842"
江苏·南京·雨花台区,秦桧墓,3832318466,文化古迹,,热度 0.0,江苏省南京市雨花台区,当年墓上“丰碑屹立，不镌一字”,"118.751653,31.918951"
江苏·南京·玄武区,台城遗址,2346523172,文化古迹,,热度 0.72,江苏省南京玄武区环湖路解放门8号,"鸡鸣黄墙青瓦,古刹钟声荡气回肠","118.796486,32.062837"
江苏·泰州·兴化市,兴化老街,1920248,文化古迹,,热度 0.0,江苏省泰州市兴化市花园路,生活，自然，真实,"119.852263,32.934242"
江苏·南京·江宁区,方山斜塔,2044469386,文化古迹,,热度 0.0,江苏省南京市江宁区定林路附近,名气超过比萨斜塔，至今堪称世界第一斜塔,"118.882309,31.901215"
江苏·扬州·汉陵苑,广陵王地宫,188997743,文化古迹,,热度 0.0,江苏省扬州市维扬区汉陵苑景区内,我馆的主体建筑,"119.434154,32.432896"
江苏·宿迁·宿豫区,龙王庙行宫,3826537095,文化古迹,,热度 0.0,江苏省宿迁市宿豫区皂河镇,宫式建筑风格独特，文化内涵丰富,"118.126398,34.038148"
江苏·淮安,稻河古街,38470643,文化古迹,,热度 0.0,江苏省泰州市青年北路,美丽的稻河之畔、古老的五巷之侧,"119.919156,32.501914"
江苏·南京·江宁区,太平天国天堡城遗址,1025457947,文化古迹,,热度 0.7,江苏省南京市江宁区西峰山上,太平天国时期修筑的重要的军事要塞,"119.05919941884,32.016935782274"
江苏·扬州·邗江区,高旻寺,3100808654,文化古迹,,热度 0.7,江苏扬州市南郊古运河与仪扬河交汇处的三汊河口,外观雄伟，气势不凡，集古今建筑特色,"119.423787,32.328699"
江苏·南通·崇川区,城隍庙,899413788,文化古迹,,热度 0.0,江苏省南通市崇川区濠东路199号,古色古香，布局精细，长期香火旺盛,"120.87621432421,32.030074332753"
江苏·扬州·瘦西湖,二十四桥,2312498299,文化古迹,,热度 0.0,江苏省扬州市维扬区瘦西湖,为古城扬州增添了新的风韵,"119.430365,32.428952"
江苏·南通·江海风情园,状元桥,671174930,文化古迹,,热度 0.0,江苏省南通海门市江海风情园内,。做一篇诗文，构一幅画卷,"121.174281,31.831534"
江苏·南通·江海风情园,海门老街,1614770279,文化古迹,,热度 0.0,江苏省南通市海门市江海风情园内,海门老街石条街、排门板，老虎灶、茶馆店，吃不够的传统美食，说不完的小城故事。,"121.45318388326,28.685930622761"
江苏·苏州·太仓市,璜泾古镇,3223558539,文化古迹,,热度 0.7,江苏苏州太仓市璜泾镇,历史悠久，文化发达，典型江南渔米之乡,"121.1170364039,31.656424425741"
江苏·南京·江宁区,宏觉寺塔,4140052808,文化古迹,,热度 0.7,江苏省南京市江宁区,"位于牛首山东峰南坡，始建于唐大历九年（774年）,相传是唐代宗李豫为“感梦而筑”，后毁，现塔身是明初重建。塔高30多米，","118.751588,31.890882"
江苏·徐州·徐州博物馆,乾隆行宫,2762904733,文化古迹,,热度 0.0,0516-3804409,宫殿巍峨、翠竹掩映、曲径回廊、墨香浮动,"117.19239848571,34.255868234153"
江苏·镇江·丹阳市,万寿塔,2605566061,文化古迹,,热度 0.7,江苏省镇江丹阳市东云阳镇宝塔湾,万寿塔在丹阳市东云阳镇宝塔湾。原名万善塔，建于明万历年间（1573―1620）。是一座木柱楼阁式砖塔。平面八角形，7级，,"119.589862,31.99194"
江苏·南京·将军山,知青故居,1600242968,文化古迹,,热度 0.0,江苏省南京市将军山景区,陈列知青老物件，真实地再现当时情景,"118.77686397447,31.927789274111"
江苏·镇江·京口区,梦溪园,935850760,文化古迹,,热度 0.8,江苏省镇江市京口区梦溪园巷21号,北宋时期科学家沈括晚年居住的地方,"119.469112,32.20947"
江苏·淮安·明祖陵,明祖陵享殿遗址,3664576990,文化古迹,,热度 0.0,江苏省淮安市盱眙县明祖陵镇明祖陵境内,全国重点文物保护单位,"118.4846168204,33.08646810984"
江苏·苏州·吴中区,光福古镇,2882761911,文化古迹,,热度 0.7,江苏省苏州市吴中区,历史悠久，有“湖光山色，洞天福地”之称,"120.399747,31.288635"
江苏·淮安·楚州区,镇淮楼,1174673482,文化古迹,,热度 0.8400000000000001,中国江苏淮安古城中心,镇淮楼，位于江苏省淮安县古城中心，始建于南宋。明朝修筑淮安城的时候把它改建为谯楼，即用来打更、报时、报警的钟鼓楼。清,"119.151277,33.511291"
江苏·苏州·虞山已下线子景点,虞山城墙,1456952995,文化古迹,,热度 0.0,江苏省苏州常熟市北门大街45号,文化内涵深厚，市民赏景游玩的好去处,"120.745137,31.659764"
江苏·南京·浦口区,定山寺,1820309698,文化古迹,,热度 0.0,江苏省南京市浦口区珍珠泉内,佛教禅宗的发源地，有极高的历史地位,"118.673804,32.135672"
江苏·连云港·连云区,曲阳古城,2181865479,文化古迹,,热度 0.7,中国江苏连云港曲阳县,保存较好的为曲阳古城,"118.72133,34.455062"
江苏·徐州·鼓楼区,九里山前古战场,1681800617,文化古迹,,热度 0.0,江苏省徐州市鼓楼区,九里山前古战场横亘于徐州西北郊的九里山，状若蜿蜒的虬龙，其端庄朴实的风景、深邃悠远的历史、舒展奔放的灵性，成为古彭的一道,"117.145784,34.291213"
江苏·南京·秦淮区,甘熙宅第,3496937363,文化古迹,,热度 0.0,江苏南京秦淮区中山南路400号熙南里街区南捕厅（升州路口）,南京明清三大景观之一,"118.78845,32.032436"
江苏·南京·玄武区,廖仲恺、何香凝墓,2673905095,文化古迹,,热度 0.7,江苏省南京市玄武区植物园路,廖仲恺、何香凝墓位于钟山南麓天堡城下。廖仲恺夫妇是追随孙中山国民革命的国民党人。墓建于1937年，何香凝1972年去世后,"118.829612,32.055772"
江苏·苏州·昆山市,正仪古镇,1157246007,文化古迹,,热度 0.7,江苏省苏州昆山市正仪镇,人杰地灵，文化气息浓厚，书法名家辈出,"120.861002,31.381301"
江苏·连云港·海州区,龙洞庵,748912291,文化古迹,,热度 0.7,江苏省连云港市海州区,连云港龙洞庵位于孔望山东侧半山腰处，它始建于东汉。1980年，国家拨专款重新修葺，使这千年古刹，恢复了旧日风采。现建筑为,"119.185084,34.567948"
江苏·苏州·昆山市,江南采珠游,1727031397,文化古迹,,热度 0.0,江苏省苏州市昆山市相城区渭塘镇珍珠湖路88号,拉线采蚌，开蚌取珠，大珠小珠落玉盘,"120.852002,31.132938"
江苏·南京·江宁区,幽栖寺,32140186,文化古迹,,热度 0.7,江苏省南京市江宁区祖堂山,南朝四百八十寺，多少楼台烟雨中,"118.857838,32.151152"
江苏·扬州·仪征市,天宁寺,3841941317,文化古迹,,热度 0.72,江苏省扬州市盐阜西路,　　天宁寺相传为东晋谢安别墅，同时代的尼泊尔高僧佛驮跋陀罗在此翻译华严经，至今尚存华严阁，明代该寺高僧道彝曾奉史日本，清,"119.44476532709,32.407590924696"
江苏·苏州·吴中区,觅渡桥码头,178370349,文化古迹,,热度 0.0,江苏省苏州市南门路43号,在此可乘船游览整条护城河,"120.65261,31.293072"
江苏·无锡·滨湖区,长春桥,3656609606,文化古迹,,热度 0.0,江苏省无锡滨湖区太湖风景名胜区市,青山碧水，水天相映，堤上樱花，分外妖娆,"120.25675747926,30.993821321307"
江苏·无锡·滨湖区,伽蓝寺,348531161,文化古迹,,热度 0.0,江苏省无锡市滨湖区锡南路,伽蓝寺与扬名大桥位于太湖镇。伽蓝寺原为关帝庙，扬名大桥原是一座木桥，毁于太平天国。清朝末期在庙西南面重建了扬名大桥，即现,"120.305652,31.521543"
江苏·苏州·太仓市,天妃宫,634668635,文化古迹,,热度 0.0,江苏省苏州太仓市浏河镇中心街,建筑高大雄伟，结构严谨，四周景色秀丽,"121.274227,31.510947"
江苏·南京·高淳县,固城遗址,2883037352,文化古迹,,热度 0.7,江苏省南京市高淳县,位于高淳城东10公里，今固城镇政府所在地。固城遗址呈长方形，南北约800米，东西约1000米，外城周长3915米。固城，,"118.790772,32.08981"
江苏·徐州·铜山县,黄楼,659572599,文化古迹,,热度 0.7,徐州市区古黄河畔,在徐州市区古黄河畔，矗立着一座双层飞檐的仿古高楼。这就是1988年修复的黄楼。历史上的黄楼是900年前徐州知府苏轼率领徐,"117.769438,34.525943"
江苏·连云港·新浦区,阿育王塔,1589534406,文化古迹,,热度 0.72,江苏省连云港市新浦区,兴建于宋代天圣元年（1023年）。塔高40余米，九级八面。据建塔时嵌在塔内壁上的碑文记载，此地原先曾建过一座塔，在唐代时,"119.267544,34.653746"
江苏·苏州·太湖西山岛,甪里古村,3665777780,文化古迹,,热度 0.0,江苏省苏州市吴中区西山岛西部,七十二峰何处好，夕阳一角洞庭西,"120.209316,31.124947"
江苏·淮安·楚州区,东岳庙,192838343,文化古迹,,热度 0.0,江苏省淮安市楚州区镇淮楼东路150号,历代封建统治者多迷信神权，并以之愚弄百姓，维护其统治。旧社会，淮安是一个封建地主的消费城市，每年有多次的迎神赛会。东岳庙,"119.16034,33.511191"
江苏·苏州·金阊区,寒山寺素斋馆,4071310848,文化古迹,,热度 0.0,江苏省苏州市金阊区枫桥路枫桥大街3号(姑苏城外枫桥边寒山寺北侧),无字天书百思难解，永远21°的离奇世界,"120.574465,31.315873"
江苏·常州·天宁区,红梅阁,1526428902,文化古迹,,热度 0.74,常州市红梅公园内,红梅阁始建于唐昭宗年间（889～904年），距今已有一千多年的历史，宋代曾作为贡士试院，后成为道院。传说号称紫阳真人的道,"119.98129200384,31.778911084088"
江苏·淮安·楚州区,关天培祠墓,2893147905,文化古迹,,热度 0.7,江苏省淮安市楚州区东乡南窑九村,被列入省级重点文物保护单位,"119.153419,33.510661"
江苏·淮安·楚州区,文通塔,897533630,文化古迹,,热度 0.74,江苏省淮安市勺湖公园内,勺湖如镜，塔影倒悬，别有风趣,"119.14498,33.516596"
江苏·苏州·常熟市,常熟真武观,2248735613,文化古迹,,热度 0.0,江苏省常熟市辛庄镇隆力奇工业园内,江南真武道场，道教文化氛围浓厚,"120.672668,31.50734"
江苏·南京·秦淮区,七桥翁湿地文化中心,1242804213,文化古迹,,热度 0.0,江苏省南京市秦淮区梅家廊路与中和桥路交叉口,对南京来说，七桥瓮已是一个孤本,"118.842829,32.01306"
江苏·常州·武进区,积善寺,2831651214,文化古迹,,热度 0.0,江苏省常州市武进区,积善寺原是三茅殿，坐落在武进礼嘉镇北4公里的建设村。三茅殿始建于清朝末年，相传为许道士开创。民国13年（1924）重修,"120.013937,31.666393"
江苏·扬州·广陵区,李长乐故居,973394596,文化古迹,,热度 0.0,江苏省扬州市广陵区东关街357号长乐客栈,介绍李长乐生平和中国传统武举文化等,"119.450537,32.402388"
江苏·盐城·亭湖区,宋曹故居,1095335797,文化古迹,,热度 0.72,江苏省盐城市亭湖区盐城儒学街29号,盐城市级重点文物保护单位,"120.143509,33.388742"
江苏·南京·将军山,卧龙崖会龙寺遗址,3345722356,文化古迹,,热度 0.0,江苏省南京市将军山景区,领略到昔日“卧龙崖”旁“会龙寺”的辉煌,"118.77166839505,31.926215464242"
江苏·南京·鼓楼区,北极阁,1574911974,文化古迹,,热度 0.7,江苏省南京市鼓楼区鸡鸣寺路1号,阁高三层，登临放日，金陵景色，极尽大观,"118.799091,32.066106"
江苏·扬州·广陵区,街南书屋旧址,3326395687,文化古迹,,热度 0.0,江苏省扬州市广陵区东关街309号,曾为马氏盐商的住宅园林,"119.450964,32.403435"
江苏·扬州·高邮市,龙虬庄遗址,4095183583,文化古迹,,热度 0.7,江苏省扬州高邮市龙虬镇北首,探索江淮地区的史前文化,"119.520016,32.835487"
江苏·泰州·兴化市,施耐庵陵园,2215784886,文化古迹,,热度 0.72,江苏省泰州市兴化市,园内亭、桥点缀，树木葱葱，十分清幽,"120.221509,33.0901"
江苏·镇江·丹徒区,报恩塔,89817319,文化古迹,,热度 0.7,江苏省镇江市丹徒区,长江航道上的标志,"119.477031,32.20011"
江苏·苏州·平江区,泰伯庙,1275235927,文化古迹,,热度 0.7,江苏省苏州市平江区,位于阊门内下塘街250号，1982年被列为苏州市文物保护单位。泰伯庙又名至德庙，为奉祀古吴国始祖泰伯之祠庙。东汉永兴二年,"120.616089,31.322405"
江苏·苏州·金阊区,玉涵堂,2359498017,文化古迹,,热度 0.7,江苏省苏州市阊门区广济路218号七里山塘景区,1982年被列为苏州市文物保护单位。吴一鹏（1460—1542），明弘治六年（1493年）进士，累官至大学士，出为南京吏,"120.607786,31.323452"
江苏·扬州·高邮市,高邮奎楼,510378278,文化古迹,,热度 0.0,江苏省扬州市高邮市东南,高邮城系北宋开宝四年（971年）高邮军知军事高凝祐始筑，1972年该城基本拆除，唯保留东南122.7米一角。原高邮城周长,"119.451532,32.781667"
江苏·扬州·汉陵苑,王后寝宫,4206756727,文化古迹,,热度 0.0,江苏省扬州市维扬区,王后木椁的陵墓展示,"119.43716966603,32.430023832082"
江苏·南通·启东市,大雄古寺,1331107748,文化古迹,,热度 0.0,江苏省南通市启东市大雄古寺,一座历史气息浓重的寺庙,"121.765934,31.746362"
江苏·苏州·吴中区,宝带桥,559903647,文化古迹,,热度 0.7,江苏省苏州市吴县区长桥乡宝南路北端,又称长桥。在吴县市长桥乡运河边。始建于唐元和十一年至十四年（816―819），相传为刺史王仲舒捐宝带助资建桥，又因桥形长,"120.660565,31.260226"
江苏·徐州·云龙区,土山汉墓,448875248,文化古迹,,热度 0.7,中国江苏徐州云龙山北麓,土山汉墓位于云龙山北麓，为东汉时期某彭城汉王妻子的墓葬。1979年，从一号墓出土了一件银镂玉衣，全长1.7米，由2600,"117.192807,34.254757"
江苏·盐城·大纵湖,龙兴寺院,1674002412,文化古迹,,热度 0.7,,自然条件得天独厚，游客云集，香火旺盛,"119.85457307969,33.165509959997"
江苏·镇江·丹阳市,延陵季子墓碑,585360815,文化古迹,,热度 0.7,江苏省镇江丹阳市延陵镇,延陵季子墓碑在丹阳市延陵镇。此碑始刻于何时无考。现碑是明正德六年（1511年）六月重摹上石。季子名礼，春秋时吴王寿梦的第,"119.644293,31.960217"
江苏·常州·天宁区,盛宣怀故居,2560223309,文化古迹,,热度 0.7,常州大马元巷18号,位于大马元巷18号。盛宣怀，字杏荪，晚清洋务派代表人物之一，中国近代工商业的开拓者和实践者。故居为市文物保护单位。,"119.97041792697,31.779591097508"
江苏·苏州·吴中区,宝华寺,353110675,文化古迹,,热度 0.0,江苏省苏州市吴中区Y183(生态路),在农庄腹地、竹林深处掩隐着千年古刹宝华寺，宝华寺始建于南朝梁天监二年，即公元503年，距今已有1500年的历史了，历史上,"120.554371,31.221841"
江苏·苏州·吴中区,韩世忠墓,2310416985,文化古迹,,热度 0.7,江苏省苏州市木渎镇灵岩山西南麓,碑石分现尚存石龟一只，其镌刻极为精细,"120.487902,31.265185"
江苏·扬州·高邮市,镇国寺塔,3387282265,文化古迹,,热度 0.7,江苏省扬州高邮市菊花巷,镇国寺塔在高邮市西西门湾．又称西塔。始建于唐僧宗时，原为9层，清嘉庆十五年（1810年）被大风损坏3层，光绪三十二年（1,"119.437045,32.778057"
江苏·苏州·沧浪区,巡抚衙门旧址,4039218507,文化古迹,,热度 0.7,江苏省苏州市沧浪区书院巷20号,苏州市文物保护单位,"120.628273,31.303953"
江苏·南京·玄武区,大钟亭,3254180334,文化古迹,,热度 0.7,江苏省南京市玄武区大钟亭公园旁,大钟质精形美，声音洪亮；钟亭建筑精美,"118.783836,32.060302"
江苏·南通·江海风情园,千禧山,3517948806,文化古迹,,热度 0.0,江苏省南通海门市大生路1111号江海风情园,千禧山走出喧嚣的，卸下沉重的负累，舒展疲惫的身心，寻找全新的感觉。,"121.174327,31.831207"
江苏·扬州·广陵区,武当行宫,4027366278,文化古迹,,热度 0.0,江苏省扬州市广陵区东关街300号（长乐客栈对面）,展示扬州道教文化的场所,"119.451948,32.403702"
江苏·淮安·楚州区,梁红玉祠,2340449785,文化古迹,,热度 0.74,中国江苏淮安市新城北辰坊,梁红玉塑像神采飘逸，雄姿威严，栩栩如生,"119.152066,33.531739"
江苏·泰州·海陵区,古关帝庙,1346701067,文化古迹,,热度 0.7,江苏省泰州市海陵区城河北侧台地上,清嘉庆二年、民国十年曾两次修缮,"119.92789630297,32.504517726908"
江苏·苏州·吴中区,轩辕宫,3692758490,文化古迹,,热度 0.7,江苏苏州吴县东山杨湾,仅存正殿和城隍庙，气势雄伟，弥足珍贵,"120.628813,31.322485"
江苏·泰州·兴化市,宝严古寺,2644660014,文化古迹,,热度 0.7,兴化市西城大街,宝严古寺，原名“西宝严教寺”，又名“西寺”，原址于兴化市古城西城大街。唐朝大顺元年（公元890年）禳翁和尚始建，明洪武五,"119.84552951022,32.940211249824"
江苏·盐城·盐都区,胡乔木故居,454372098,文化古迹,,热度 0.7,江苏省盐城市盐都县鞍湖镇张本村,砖瓦结构的四合院，占地约200平方米,"119.982269,33.334571"
江苏·扬州·维扬区,史公祠,1002494889,文化古迹,,热度 0.72,江苏省扬州市维扬区,收藏了从春秋到明清扬州出土的文物和字画,"119.439712,32.40206"
江苏·扬州·维扬区,文峰塔,1015850921,文化古迹,,热度 0.7,江苏省扬州市维扬区宝塔路16号,隋唐时期由古运河到长江的必经之地,"119.439541,32.378123"
江苏·扬州·维扬区,勑赐天宁禅寺,3002119255,文化古迹,,热度 0.0,江苏省扬州市维扬区丰乐上街3号,扬州中国佛教文化博物馆，馆藏丰富,"119.444363,32.406494"
江苏·苏州·沧浪区,章太炎故居,1522089581,文化古迹,,热度 0.7,江苏省苏州市沧浪区沧浪区体育场路17号,位于江苏省苏州市沧浪区锦帆路38号，1982年被列为苏州市文物保护单位。章太炎（1869-1936），近代民主革命家、,"120.631013,31.308751"
江苏·苏州·耦园,山水间,3732011819,文化古迹,,热度 0.0,江苏省苏州市平江区藕园,山水相映，悠然自得,"120.64528959062,31.321893863954"
江苏·泰州·兴化市,郑板桥陵园,1092472580,文化古迹,,热度 0.7,兴化市大垛镇管阮村,松柏林立，翠竹丛生，绿树环绕,"120.06322149695,32.926443962094"
江苏·苏州·相城区,皇罗禅寺,4226343999,文化古迹,,热度 0.7,江苏省苏州市相城区阳澄湖镇埝浜村,皇罗禅寺位于苏州市相城区阳澄湖镇埝浜村，东邻阳澄湖，并有官泾江流经寺后，寺院三面环水，寺内长廊水榭，风景秀美，河巷纵横、,"120.765801,31.483477"
江苏·苏州·太湖西山岛,堂里古村,2669961536,文化古迹,,热度 0.0,江苏省苏州市吴中区缥缈峰南坡水月坞前庭,感受千年古村落的历史沧桑,"120.271227,31.115394"
江苏·扬州·瘦西湖,五亭桥,1080195635,文化古迹,,热度 0.0,江苏省扬州市维扬区瘦西湖,建筑风格既有南方之秀，也有北方之雄,"119.430365,32.428952"
江苏·宿迁·泗洪县,天后宫,1543735268,文化古迹,,热度 0.7,江苏省宿迁市泗洪县众兴镇骡马街西首,建筑规模宏敞，殿宇辉煌，雕梁画栋,"118.674344,33.707104"
江苏·常州·溧阳市,史良故居,1861466955,文化古迹,,热度 0.7,江苏省常州市溧阳市,故居原为唐氏八宅中八桂堂旧址,"119.960342,31.777497"
江苏·盐城·大丰市,镇海禅寺,103236784,文化古迹,,热度 0.72,江苏省盐城大丰市古镇小海以东的镇海村,那巍峨壮丽的大雄宝殿就呈现在人们眼前,"120.554229,33.038992"
江苏·镇江·京口区,英国领事馆旧址,3232758026,文化古迹,,热度 0.7,江苏省镇江市京口区西津渡古街五十三坡,江苏省级文物保护单位，镇江市博物馆馆址,"119.438614,32.220434"
江苏·苏州·吴中区,沈周墓,322676768,文化古迹,,热度 0.7,中国江苏苏州吴县,墓地较大，四周有小河环绕，筑青石罗城,"120.7289588075,31.482362783436"
